uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-tokens-what-they-are,concept,https://platform.claude.com/docs/en/about-claude/glossary,"token ~3.5 English characters; tokens can be words, subwords, characters or bytes",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-tokens-what-they-are,concept,https://platform.claude.com/docs/en/about-claude/pricing,Claude 4.7 and later use a newer tokenizer producing approximately 30% more tokens for the same text; Sonnet 4.6 and earlier use the previous tokenizer,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-context-window-working-memory,concept,https://platform.claude.com/docs/en/build-with-claude/context-windows,"everything in the request counts (system, messages incl. tool results/images/documents, tool definitions) plus output incl. thinking; cached prefixes still occupy the window; context rot; 1M for Fable 5.1/Opus 5/Sonnet 5, 200k for others incl. Haiku 4.5",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-sampling-parameters-removed,concept,https://platform.claude.com/docs/en/about-claude/model-deprecations,temperature/top_p/top_k deprecated on Claude Opus 4.7 and later: 400 when set to a non-default value; Python SDK v1.0+ removes them (TypeError); replacement is prompting,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-sampling-parameters-removed,concept,https://platform.claude.com/docs/en/build-with-claude/thinking,on older models temperature and top_k incompatible with thinking; top_p allowed between 0.95 and 1,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-non-determinism-temperature-zero,concept,https://platform.claude.com/docs/en/about-claude/glossary,"even with temperature 0 results not fully deterministic; identical inputs may produce different outputs, first-party and third-party providers",2026-09-21,factcheck-d5-2026-09-21,wording: 'cannot be set at all' -> 'any non-default value is rejected with a 400' (default value is accepted)
ccdvf-non-determinism-temperature-zero,concept,https://platform.claude.com/docs/en/about-claude/models/model-ids-and-versions,"serving infrastructure (request router, safety classifiers, sampling logic) can change and produce minor behavioral differences on a stable model ID",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-next-token-generation-pretraining,concept,https://platform.claude.com/docs/en/about-claude/glossary,pretraining = predict the next word given previous context; pretrained models not inherently good at instructions; fine-tuning and RLHF (humans rank outputs) refine them; Claude is not a bare language model,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-min-prefix-by-model,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"minimum cacheable prompt: 512 (Fable 5.1, Opus 5, Fable 5); 1,024 (Opus 4.8, Sonnet 5, Sonnet 4.6, Sonnet 4.5); 2,048 (Opus 4.7); 4,096 (Opus 4.6, Opus 4.5, Haiku 4.5); shorter prompts cannot be cached, no error returned",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-extended-thinking-budget-tokens,concept,https://platform.claude.com/docs/en/build-with-claude/extended-thinking,"budget_tokens minimum 1,024; must be less than max_tokens except interleaved thinking; target not strict cap; budgets above 32k use batch processing; usage.output_tokens_details.thinking_tokens",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-extended-thinking-budget-tokens,concept,https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,"extended-only on Opus 4.5, Haiku 4.5, Sonnet 4.5; deprecated on 4.6 models; 4.7+ reject type enabled with 400",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-adaptive-thinking-concept,concept,https://platform.claude.com/docs/en/build-with-claude/thinking-steering-and-cost,Claude weighs complexity per request and may not think; a turn without thinking contains no thinking block; do not assume every assistant turn starts with one; effort is the primary control; prompting can steer,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-effort-is-behavioral-signal,concept,https://platform.claude.com/docs/en/build-with-claude/effort,"effort affects all output tokens (text, tool calls, thinking); behavioral signal not strict budget; lower effort = fewer/terser tool calls",2026-09-21,factcheck-d5-2026-09-21,ledger only: task-budget countdown claim re-sourced to the cost guide (steering page does not mention task budgets)
ccdvf-effort-is-behavioral-signal,concept,https://platform.claude.com/docs/en/build-with-claude/thinking-steering-and-cost,max_tokens is a hard cap Claude never exceeds; effort is soft guidance,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-zero-one-multi-shot,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,"few-shot/multishot examples steer format, tone, structure; make them relevant, diverse, structured in <example>/<examples> tags; include 3-5 examples for best results",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-sdk-wraps-rest,concept,https://platform.claude.com/docs/en/cli-sdks-libraries/overview,"client SDKs for Python, TypeScript, C#, Go, Java, PHP, Ruby with streaming, retries, error handling",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-sdk-wraps-rest,concept,https://platform.claude.com/docs/en/cli-sdks-libraries/sdks/python,"anthropic-version header 2023-06-01; retries 2 by default on connection errors, 408, 409, 429, >=500 with exponential backoff; default timeout 10 minutes; reads ANTHROPIC_API_KEY",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-sse-not-websockets,concept,https://platform.claude.com/docs/en/build-with-claude/streaming,"stream: true uses server-sent events (SSE); event flow message_start, content_block_start/delta/stop, message_delta (cumulative usage), message_stop; ping events; error events may appear in the stream",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-sse-not-websockets,concept,https://platform.claude.com/docs/en/build-with-claude/thinking,"SDKs require streaming when max_tokens is greater than 21,333 (client-side validation); use .stream() with get_final_message()",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-opus-sonnet-haiku-use-cases,concept,https://platform.claude.com/docs/en/about-claude/models/choosing-a-model,"model selection matrix: Fable 5.1 highest capability (hours-long sessions, deep research); Opus 5 complex agentic coding/enterprise; Sonnet 5 speed and capability for everyday workloads; Haiku 4.5 lowest latency and price with extended thinking, sub-agent tasks; most workloads start with Opus 5; move to Fable 5.1 if evals at xhigh/max still fall short",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-adaptive-thinking-support-by-model,concept,https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,per-model table: Fable 5.1/Fable 5 adaptive only always on (reject enabled and disabled); Opus 5 adaptive only on (rejects enabled; disabled only at effort high or below); Opus 4.8/4.7 adaptive only off; Sonnet 5 adaptive only on; Opus 4.6/Sonnet 4.6 adaptive or extended (deprecated); Opus 4.5/Haiku 4.5/Sonnet 4.5 extended only (reject adaptive),2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-quality-latency-cost-triangle,concept,https://platform.claude.com/docs/en/about-claude/models/choosing-a-model,"criteria: capabilities, speed (Opus 5/4.8 fast mode up to 2.5x at premium pricing), cost, effort; tuning effort is often a better lever than switching models; start with default high on Fable 5.1/Opus 5; create benchmark tests, compare accuracy/quality/edge cases",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
