uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-context-rot-attention-budget,concept,https://platform.claude.com/docs/en/build-with-claude/context-windows,'more context isn't automatically better'; as token count grows accuracy and recall degrade = context rot; curating what's in context as important as space,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-context-rot-attention-budget,concept,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,finite attention budget depleted by every token; goal = smallest possible set of high-signal tokens; performance gradient rather than hard cliff,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-context-window-what-counts,concept,https://platform.claude.com/docs/en/build-with-claude/context-windows,"everything counts: system prompt, every message incl. tool results/images/documents, tool definitions, output incl. thinking; usage field split input_tokens/cache_read_input_tokens/cache_creation_input_tokens all count; cached prefixes still occupy window; token counting API to estimate",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-tool-output-pruning,concept,https://www.anthropic.com/engineering/writing-tools-for-agents,"return only high-signal information, eschew uuid/256px_image_url/mime_type; response_format enum concise vs detailed (~1/3 tokens); pagination, range selection, filtering, truncation with sensible defaults; Claude Code restricts tool responses to 25,000 tokens by default",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-subagent-context-isolation,concept,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,"subagents explore with tens of thousands of tokens but return condensed summary often 1,000-2,000 tokens; detailed search context isolated in subagents, lead agent synthesizes",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-subagent-context-isolation,concept,https://code.claude.com/docs/en/sub-agents,"each subagent runs in its own context window; use when side task would flood main conversation; use main conversation when phases share context, back-and-forth, quick change, or latency matters (subagent starts fresh)",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-subagent-context-isolation,concept,https://code.claude.com/docs/en/context-window,"only final text response returns plus small metadata trailer with token counts and duration; example 6,100 tokens read, 420-token result",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-context-drift-vs-bloat,concept,https://platform.claude.com/docs/en/build-with-claude/context-windows,context rot: accuracy and recall degrade as tokens grow; compaction/context editing as management levers,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-context-drift-vs-bloat,concept,https://platform.claude.com/docs/en/build-with-claude/mid-conversation-system-messages,mid-conversation and turn-scoped system messages to add operator constraints mid-session; per-turn reminders,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-context-drift-vs-bloat,concept,https://platform.claude.com/docs/en/build-with-claude/compaction,custom instructions replace default summary prompt; compaction summarizes older context,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-context-drift-vs-bloat,concept,https://platform.claude.com/docs/en/agents-and-tools/tool-use/manage-tool-context,"tool search, prompt caching, context editing, programmatic tool calling as context-bloat levers",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-just-in-time-context,concept,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,"just-in-time: lightweight identifiers (file paths, stored queries, web links) loaded at runtime via tools; progressive disclosure; tradeoff runtime exploration slower; Claude Code hybrid: CLAUDE.md up front + glob/grep just-in-time; 'do the simplest thing that works'",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-instruction-clarity-golden-rule,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,golden rule: show prompt to colleague with minimal context; explicitly request above-and-beyond; dashboard example wording; numbered lists when order/completeness matters; brilliant but new employee analogy,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-explain-why-behind-instructions,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,'NEVER use ellipses' vs text-to-speech explanation; Claude generalizes from the explanation; tell Claude what to do instead of what not to do,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-few-shot-3-to-5,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,"include 3-5 examples; relevant, diverse, structured in <example>/<examples> tags; examples one of most reliable ways to steer format/tone/structure; ask Claude to evaluate or generate examples",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-few-shot-3-to-5,concept,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,do not stuff a laundry list of edge cases; curate diverse canonical examples; examples are the pictures worth a thousand words,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-xml-tags-structure,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,XML tags <instructions>/<context>/<input>; consistent descriptive tag names; nest <documents>/<document index=n>; XML format indicators for output,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-xml-tags-structure,concept,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,organize prompts into distinct sections with XML tags or Markdown headers; exact formatting likely becoming less important,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-role-prompt-system-param,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,role in system prompt; single sentence example 'You are a helpful coding assistant specializing in Python.'; system is top-level request parameter in code samples,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-role-prompt-system-param,concept,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/reduce-prompt-leak,role prompt is the most effective way to use system prompts,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-role-prompt-system-param,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"cache prefix order tools, system, messages; place static content at beginning",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-right-altitude-system-prompt,concept,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,"right altitude / Goldilocks zone between brittle hardcoded logic and vague guidance; sections <background_information>/<instructions>/## Tool guidance/## Output description; minimal set of information, minimal != short; start minimal with best model then add instructions/examples from failure modes",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-skepticism-confident-output,concept,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/reduce-hallucinations,"allow 'I don't know'; direct quotes first for docs >20k tokens; verify with citations, retract unsupported claims; CoT verification, best-of-N, iterative refinement, external knowledge restriction; techniques reduce but don't eliminate hallucinations",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-response-validation-layers,concept,https://platform.claude.com/docs/en/build-with-claude/handling-stop-reasons,stop_reason values end_turn/max_tokens/tool_use/refusal/model_context_window_exceeded; always check stop_reason; refusal is a normal HTTP 200; treat truncated as incomplete,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-response-validation-layers,concept,https://platform.claude.com/docs/en/build-with-claude/structured-outputs,"invalid outputs: refusal (stop_reason refusal, 200, may not match schema), max_tokens truncation, enum casing not guaranteed -> compare case-insensitively",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-input-sanitization-delimiters,concept,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,harmlessness screen with Claude Haiku 4.5 + structured outputs boolean is_harmful schema; input validation for known injection patterns; explicit refusal wording; respond to repeat offenders; JSON-encode untrusted content; <content> tags,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-input-sanitization-delimiters,concept,https://platform.claude.com/docs/en/build-with-claude/mid-conversation-system-messages,system instructions take precedence over user turns when they conflict,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-prompt-engineering-prerequisites,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/overview,"before prompt engineering: clear success criteria, empirical tests, first draft prompt; not every failing eval is best solved by prompt engineering; latency/cost often easier via different model",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-structured-outputs-schema-rules,feature,https://platform.claude.com/docs/en/build-with-claude/structured-outputs,"output_config.format type json_schema; additionalProperties must be false; additionalProperties must be false; properties left out of required are optional, count toward the 24-optional-parameter limit and are emitted after required ones; supported/not supported keyword lists (no minimum/maximum/multipleOf/minLength/maxLength, no recursive, no external $ref, minItems 0/1); 400 on unsupported; supported model list incl. sonnet-4-5, opus-4-5, haiku-4-5 and all 4.6+; incompatible with citations and message prefilling; SDK helpers parse/zodOutputFormat transform schemas",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: fixed: removed the wrong claim that every property must be in required / no optional fields; optional properties are supported, count toward the 24-optional-parameter limit and are emitted after required ones; model list wording ""every 4.6+ model"" -> ""every newer model"""
ccdvf-structured-outputs-invalid-cases,feature,https://platform.claude.com/docs/en/build-with-claude/structured-outputs,"refusal: stop_reason refusal, HTTP 200, billed, refusal message takes precedence over schema; max_tokens: retry with higher max_tokens; enum value casing not guaranteed, no error/no special stop_reason; required properties appear first then optional; grammars apply only to direct output not tool calls/results/thinking",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-structured-outputs-grammar-cache-limits,feature,https://platform.claude.com/docs/en/build-with-claude/structured-outputs,"first-request compile latency; compiled grammars cached 24 hours from last use; invalidated by schema structure or tool set change, not by name/description; limits 20 strict tools, 24 optional params, 16 union-type params; 'Schema is too complex for compilation' 400; 180 second compilation timeout; injected system prompt raises input tokens; changing output_config.format invalidates prompt cache",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-server-side-compaction,feature,https://platform.claude.com/docs/en/build-with-claude/compaction,"beta header compact-2026-01-12; type compact_20260112; trigger default 150000 input_tokens, minimum 50,000; instructions replaces default prompt completely; pause_after_compaction -> stop_reason compaction; compaction content block; append response, API drops blocks before compaction block; usage.iterations, top-level tokens exclude compaction iteration; cache_control on compaction block and breakpoint at end of system prompt",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: last sentence ""not for apps that must show full history"" (not in source; the client keeps its own history) replaced with ""built for long chats and tool-heavy tasks, not short conversations"""
ccdvf-server-side-compaction,feature,https://platform.claude.com/docs/en/build-with-claude/context-windows,compaction available in beta for Claude 4.6 and later models; primary strategy for long conversations,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: last sentence ""not for apps that must show full history"" (not in source; the client keeps its own history) replaced with ""built for long chats and tool-heavy tasks, not short conversations"""
ccdvf-context-editing-clear-tool-uses,feature,https://platform.claude.com/docs/en/build-with-claude/context-editing,"beta header context-management-2025-06-27; clear_tool_uses_20250919; trigger default 100,000 input tokens (or tool_uses); keep default 3 tool uses; clear_at_least; exclude_tools; clear_tool_inputs default false; placeholder text; applied_edits in response; invalidates cache -> use clear_at_least; count_tokens original_input_tokens; memory tool integration",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-thinking-block-clearing,feature,https://platform.claude.com/docs/en/build-with-claude/context-editing,"clear_thinking_20251015; keep 'all' or thinking_turns N; default table Opus 4.5+/Sonnet 4.6+/Fable-Mythos keep all, Opus 4.1-/Sonnet 4.5-/all Haiku keep last turn; set keep explicitly across tiers; kept blocks preserve cache, clearing invalidates; clear_thinking must be listed first in edits",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-context-awareness-token-budget,feature,https://platform.claude.com/docs/en/build-with-claude/context-windows,"context awareness on Sonnet 5/4.6/4.5 and Haiku 4.5; <budget:token_budget> in system prompt and <system_warning> after each tool call; automatic, never send tags; image tokens included; Opus 4.7+, Fable, Mythos do not receive them -> task budgets beta",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-context-awareness-token-budget,feature,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,"sample prompt: context will be compacted automatically, do not stop early, save progress to memory",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-mid-conversation-system-message,feature,https://platform.claude.com/docs/en/build-with-claude/mid-conversation-system-messages,"role system message in messages; cached prefix unchanged; system precedence over user; later system messages take precedence; overrides top-level system for following turns; not first message; must follow user turn incl. tool_result turn, precede assistant turn or end array; not between tool_use and tool_result; models Fable 5.1/Mythos 5.1/Fable 5/Mythos 5/Opus 4.8/Opus 5, not Sonnet 5; no beta header; not for untrusted content; never edit sent message",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-turn-scoped-system-message,feature,https://platform.claude.com/docs/en/build-with-claude/mid-conversation-system-messages,"clear_at next_user_message; beta header mid-conversation-system-clear-at-2026-08-21; renders only until later user message then costs no input tokens; text only, no tool_addition/tool_removal/output_config/cache_control; breakpoint on preceding user turn; re-send verbatim; Fable 5.1 thinking invalidation; user message directly after is 400",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-memory-tool-notes,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool,"tools entry {type memory_20250818, name memory} is entire config; client-side handler executes ops; /memories prefix; commands view/create/str_replace/insert/delete/rename; API auto-injects memory protocol system instruction; path traversal validation mandatory (../, %2e%2e%2f, canonical resolution); cap file size, expire files; pairs with context editing and compaction; multisession pattern",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-prefill-removed-4-6,feature,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,"prefill on last assistant turn unsupported from Claude 4.6 and Mythos Preview -> 400; earlier models still support; assistant messages elsewhere unaffected; migrations: structured outputs / enum tool, 'Respond directly without preamble', continuation in user message, context hydration via user turn/tools/compaction",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-prefill-removed-4-6,feature,https://platform.claude.com/docs/en/build-with-claude/structured-outputs,Message Prefilling incompatible with JSON outputs,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-long-data-top-query-bottom,pattern,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,20k+ tokens: longform data at top above query; queries at end improve quality by up to 30 percent in tests; <document index>/<source>/<document_content>; ground responses in quotes first,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-compaction-vs-context-editing,pattern,https://platform.claude.com/docs/en/build-with-claude/compaction,server-side compaction recommended strategy; default trigger 150000; custom instructions,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: removed undocumented claim that threshold compaction and clear_tool_uses compose in one request; USAGE: dropped ""then compaction as the backstop"""
ccdvf-compaction-vs-context-editing,pattern,https://platform.claude.com/docs/en/build-with-claude/context-editing,"tool result clearing default 100,000 trigger keep 3; cache invalidation, clear_at_least; use when heavy tool use and old results not needed",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: removed undocumented claim that threshold compaction and clear_tool_uses compose in one request; USAGE: dropped ""then compaction as the backstop"""
ccdvf-system-vs-user-placement,pattern,https://platform.claude.com/docs/en/build-with-claude/mid-conversation-system-messages,"user message treated as end user, system as operator; system precedence on conflict; prefix hashed tools, system, messages",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-system-vs-user-placement,pattern,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"place static content (tool definitions, system instructions, context, examples) at beginning; cache prefixes created tools, system, messages",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-system-vs-user-placement,pattern,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"untrusted content only in tool_result blocks, never system or plain user text",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-positive-vs-negative-instructions,pattern,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,"tell what to do instead of what not to do; XML format indicators; match prompt style to output; detailed markdown guidance block; Fable 5.1 already formats less, heavy block can suppress needed structure",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-compaction-vs-notes-vs-subagents,pattern,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,compaction maintains conversational flow for back-and-forth; note-taking excels for iterative development with milestones; multi-agent handles research where parallel exploration pays; compaction first lever; tune for recall then precision; NOTES.md; memory tool,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-fresh-context-vs-compact,pattern,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,"multiwindow workflows: different prompt for first window, tests.json, init.sh, progress.txt, git; starting fresh vs compacting; prescriptive start instructions pwd/progress.txt/integration test; verification tools; use entire output context",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-top-level-system-vs-mid-conversation,pattern,https://platform.claude.com/docs/en/build-with-claude/mid-conversation-system-messages,"editing top-level system invalidates cache for system and all later messages; mid-conversation message appended after breakpoint, cacheable next turn; use cases; not on Sonnet 5; append rather than rewrite",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none
ccdvf-structured-outputs-vs-prompted-json,pattern,https://platform.claude.com/docs/en/build-with-claude/structured-outputs,"without structured outputs: parsing errors, missing fields, inconsistent types, retries; guarantees always valid/type safe/no retries; strict tool use for tool inputs; incompatible with citations and prefill; schema limitations; injected system prompt",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: schema-restriction list corrected: ""no optional fields"" replaced with ""additionalProperties must be false, no recursion"""
ccdvf-structured-outputs-vs-prompted-json,pattern,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/increase-consistency,use structured outputs for guaranteed JSON schema conformance; prompt techniques for general consistency or flexibility,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: schema-restriction list corrected: ""no optional fields"" replaced with ""additionalProperties must be false, no recursion"""
