uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-dr-24h-objectives-lowest-cost-mcq-39,mcq,new,https://docs.aws.amazon.com/whitepapers/latest/disaster-recovery-workloads-on-aws/disaster-recovery-options-in-the-cloud.html,"Backup and restore: redeploy infrastructure with IaC (CloudFormation/CDK); AWS Backup supports copying backups across Regions and accounts; pilot light keeps databases/object storage always on with app servers switched off; warm standby is a scaled-down fully functional copy; Figure 6 places backup-and-restore RPO/RTO in hours, pilot light in tens of minutes, warm standby in minutes",2026-09-21,check-B4.3,
aws-legacy-app-too-many-connections-mcq-40,mcq,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/rds-proxy.html,"Proxy pools and shares connections, queues/throttles surplus connections, automatically connects to standby while preserving app connections; enable for most applications with no code changes; must be in the same VPC as the database and cannot be publicly accessible; 20 proxies per account",2026-09-21,check-B4.3,
aws-legacy-app-too-many-connections-mcq-40,mcq,new,https://aws.amazon.com/rds/proxy/,Reduces failover times for Aurora and RDS Multi-AZ by up to 66 percent; does not depend on DNS caches; no code changes for most applications,2026-09-21,check-B4.3,
aws-windows-smb-shared-storage-ha-mcq-43,mcq,new,https://docs.aws.amazon.com/fsx/latest/WindowsGuide/high-availability-multiAZ.html,"Multi-AZ: WSFC cluster across preferred and standby AZ, synchronous replication within and between AZs, automatic failover typically under 30 seconds, DNS name unchanged so Windows clients resume; Single-AZ: usually about 30 minutes of downtime during failure recovery, rare unrecoverable failure restored from backup",2026-09-21,check-B4.3,
aws-windows-smb-shared-storage-ha-mcq-43,mcq,new,https://docs.aws.amazon.com/efs/latest/ug/whatisefs.html,EFS supports NFSv4.1/4.0; Regional file systems store data across multiple AZs; using EFS with Windows EC2 instances is not supported,2026-09-21,check-B4.3,
aws-windows-smb-shared-storage-ha-mcq-43,mcq,new,https://docs.aws.amazon.com/filegateway/latest/files3/what-is-file-s3.html,"S3 File Gateway: virtual appliance (VM, hardware appliance, or EC2 AMI) presenting S3 objects over NFS 3/4.1 and SMB 2/3 with transparent local caching",2026-09-21,check-B4.3,
aws-queue-backlog-per-instance-mcq-08,mcq,new,https://docs.aws.amazon.com/autoscaling/ec2/userguide/as-using-sqs-queue.html,Backlog per instance = ApproximateNumberOfMessages / InService instances; target = acceptable latency / average processing time (example 10 s / 0.1 s = 100); queue length alone does not scale proportionally to group size; metric math now recommended over a custom metric,2026-09-21,check-B4.3,
aws-queue-backlog-per-instance-mcq-08,mcq,new,https://docs.aws.amazon.com/autoscaling/ec2/userguide/ec2-auto-scaling-target-tracking-metric-math.html,"Expression e1 = m1/m2 with m1 = ApproximateNumberOfMessagesVisible (Sum, 1 min) and m2 = GroupInServiceInstances (Average, 1 min)",2026-09-21,check-B4.3,
aws-queue-backlog-per-instance-mcq-08,mcq,new,https://docs.aws.amazon.com/autoscaling/ec2/userguide/ec2-auto-scaling-default-instance-warmup.html,"Default instance warmup delays new instances contributing to aggregated metrics; not enabled by default; while warming up, scale-out only if metric from non-warming instances exceeds target; warming instances count toward capacity so multiple breaches yield one scaling activity; suggested starting value 300 seconds",2026-09-21,check-B4.3,
aws-vpc-cidr-growth-mcq-25,mcq,new,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-cidr-blocks.html,Secondary IPv4 CIDR blocks can be associated with an existing VPC; a local route is added automatically; block size /28 to /16; cannot increase or decrease the size of an existing CIDR block; 100.64.0.0/10 is a permitted secondary range for a 10.0.0.0/8 VPC; quota on CIDR blocks per VPC,2026-09-21,check-B4.3,
aws-vpc-cidr-growth-mcq-25,mcq,new,https://docs.aws.amazon.com/vpc/latest/userguide/subnet-sizing.html,"Subnet IPv4 size /28 to /16; first four and last IP of each subnet reserved (5 addresses, so /24 leaves 251)",2026-09-21,check-B4.3,
aws-vpc-cidr-growth-mcq-25,mcq,new,https://docs.aws.amazon.com/eks/latest/userguide/cni-custom-network.html,Custom networking places pod ENIs in different subnets to relieve limited IPv4 addresses in the node subnet; a new or existing subnet can also be added directly to the cluster; subnets must be in the same VPC,2026-09-21,check-B4.3,
aws-bi-dashboard-choice-mcq-36,mcq,new,https://docs.aws.amazon.com/quicksight/latest/user/welcome.html,"Amazon Quick evolved from QuickSight; QuickSight continues as Amazon Quick Sight (interactive data visualization and BI, build dashboards, embed analytics in applications); fully managed; per-user subscriptions with standard AWS billing",2026-09-21,check-B4.3,"Grafana WHY rewritten: Managed Grafana has Redshift/Athena plugins, so discriminator is now no in-memory dataset engine + operations audience, not data access"
aws-bi-dashboard-choice-mcq-36,mcq,new,https://docs.aws.amazon.com/quicksight/latest/user/spice.html,SPICE = Super-fast Parallel In-memory Calculation Engine; imported data makes analytical queries process faster and avoids repeat per-query source charges; capacity allocated per Region,2026-09-21,check-B4.3,
aws-bi-dashboard-choice-mcq-36,mcq,new,https://docs.aws.amazon.com/opensearch-service/latest/developerguide/dashboards.html,OpenSearch Dashboards is a visualization tool for exploring and analyzing data within a single OpenSearch domain; runs on the domain data nodes,2026-09-21,check-B4.3,
aws-bi-dashboard-choice-mcq-36,mcq,new,https://docs.aws.amazon.com/grafana/latest/userguide/what-is-Amazon-Managed-Service-Grafana.html,"Managed Grafana visualizes operational metrics, logs and traces; integrates with CloudWatch, OpenSearch, X-Ray, Timestream, Managed Prometheus; priced per active user",2026-09-21,check-B4.3,
aws-data-lake-permissions-mcq-31,mcq,new,https://docs.aws.amazon.com/lake-formation/latest/dg/data-filtering.html,"Data filters give column-level (include/exclude columns), row-level (PartiQL row filter expression) and cell-level security on Data Catalog tables; enforced by integrated engines Athena, EMR, Redshift Spectrum; filters apply only to reads so only SELECT can carry a filter",2026-09-21,check-B4.3,
aws-data-lake-permissions-mcq-31,mcq,new,https://docs.aws.amazon.com/macie/latest/user/what-is-macie.html,Macie discovers sensitive data in S3 using ML and pattern matching and reports findings; it does not grant or enforce access,2026-09-21,check-B4.3,
aws-partner-sftp-into-s3-mcq-22,mcq,new,https://docs.aws.amazon.com/transfer/latest/userguide/what-is-aws-transfer-family.html,Fully managed SFTP/FTPS/FTP/AS2 into S3 or EFS with no server infrastructure; keeps existing client configurations; supports up to 3 AZs on an auto scaling redundant fleet; associate your hostname with the server endpoint,2026-09-21,check-B4.3,
aws-partner-sftp-into-s3-mcq-22,mcq,new,https://docs.aws.amazon.com/transfer/latest/userguide/create-server-sftp.html,"Identity provider options: service managed, AWS Directory Service for Microsoft Active Directory, custom identity provider via Lambda or API Gateway; custom hostname option; SFTP on port 22",2026-09-21,check-B4.3,
