uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-helm-charts-portable-cluster-mcq-13,mcq,new,https://docs.aws.amazon.com/eks/latest/userguide/what-is-eks.html,EKS is certified Kubernetes-conformant so Kubernetes-compatible applications deploy without refactoring and community tooling works; AWS manages the control plane; EKS Anywhere and Hybrid Nodes run Kubernetes in your own data centers; EKS has per-cluster pricing and standard/extended Kubernetes version support,2026-09-21,check-B2.3,
aws-helm-charts-portable-cluster-mcq-13,mcq,new,https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/docker-platform.html,Elastic Beanstalk Docker platform branches deploy containers and source to EC2 instances Beanstalk manages; the ECS running on AL2/AL2023 branch uses Amazon ECS to coordinate multi-container deployment; no Kubernetes API,2026-09-21,check-B2.3,
aws-helm-charts-portable-cluster-mcq-13,mcq,new,https://docs.aws.amazon.com/lambda/latest/dg/images-create.html,"Lambda container images must implement the Lambda runtime API (runtime interface client), be stored in Amazon ECR, max uncompressed image size 10 GB, Linux only",2026-09-21,check-B2.3,
aws-helm-charts-portable-cluster-mcq-13,mcq,new,https://docs.aws.amazon.com/AmazonECS/latest/developerguide/launch_types.html,"ECS deploys task definitions as services or tasks on a cluster (not Kubernetes objects); Fargate = serverless capacity, EC2 launch type = you manage the instances",2026-09-21,check-B2.3,
aws-scale-to-zero-low-traffic-api-mcq-16,mcq,new,https://aws.amazon.com/lambda/pricing/,"Lambda priced by number of requests and duration in GB-seconds; 0.20 USD per million requests; free tier 1M requests and 400,000 GB-seconds per month; no charge when code is not running",2026-09-21,check-B2.3,"A: ""an idle hour costs nothing"" -> ""costs nothing beyond the data stored"" (DynamoDB and every store still bill stored GB; keeps the claim exact)."
aws-scale-to-zero-low-traffic-api-mcq-16,mcq,new,https://aws.amazon.com/api-gateway/pricing/,"HTTP API 1.00 USD per million requests for the first 300 million per month (US East), 0.90 USD per million beyond; REST API 3.50 USD per million; pay only for API calls received, no minimum fees or upfront commitments",2026-09-21,check-B2.3,
aws-scale-to-zero-low-traffic-api-mcq-16,mcq,new,https://aws.amazon.com/dynamodb/pricing/on-demand/,On-demand mode bills per read or write request consumed with no capacity planning; US East standard table class 0.625 USD per million write request units and 0.125 USD per million read request units,2026-09-21,check-B2.3,
aws-scale-to-zero-low-traffic-api-mcq-16,mcq,new,https://aws.amazon.com/elasticloadbalancing/pricing/,Application Load Balancer charged for each hour or partial hour it is running (partial hour billed as full hour) plus LCU-hours; US East 0.0225 USD per ALB-hour and 0.008 USD per LCU-hour,2026-09-21,check-B2.3,
aws-scale-to-zero-low-traffic-api-mcq-16,mcq,new,https://aws.amazon.com/fargate/pricing/,"Fargate billed on vCPU, memory, OS, CPU architecture and storage from image download start until the task terminates, rounded up to the nearest second, minimum 1 minute (5 minutes for Windows)",2026-09-21,check-B2.3,
aws-scale-to-zero-low-traffic-api-mcq-16,mcq,new,https://docs.aws.amazon.com/AmazonECS/latest/developerguide/launch_types.html,An ECS service runs and maintains the desired number of tasks; if a task stops the scheduler launches a replacement to keep the desired count,2026-09-21,check-B2.3,
aws-scale-to-zero-low-traffic-api-mcq-16,mcq,new,https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-serverless-v2-auto-pause.html,"Aurora Serverless v2 auto-pause requires minimum capacity 0 ACUs; idle interval minimum and default 300 seconds (5 minutes), maximum 86,400 seconds (1 day); instance charge is zero while paused but storage is still charged; typical resume about 15 seconds, 30 seconds or longer after 24 hours paused; Aurora PostgreSQL 16.3/15.7/14.12/13.15+ or Aurora MySQL 3.08.0+; provisioned (non db.serverless) instances never auto-pause",2026-09-21,check-B2.3,
aws-spiky-container-api-no-hosts-mcq-12,mcq,new,https://docs.aws.amazon.com/AmazonECS/latest/developerguide/AWS_Fargate.html,"Fargate runs containers without provisioning, configuring or scaling EC2 clusters; you specify CPU and memory per task; each task has its own isolation boundary (no shared kernel, CPU, memory or ENI); new tasks always start on the latest patched platform version revision; ECS on Fargate supports ALB/NLB/GWLB with ip target type",2026-09-21,check-B2.3,
aws-spiky-container-api-no-hosts-mcq-12,mcq,new,https://docs.aws.amazon.com/AmazonECS/latest/developerguide/service-autoscaling-targettracking.html,"ECS target tracking scaling policies add or remove service tasks to keep a metric near target; ALBRequestCountPerTarget is a supported metric (not for blue/green deployment type); scale out fast, scale in gradually",2026-09-21,check-B2.3,
