uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-acm-certificate-not-renewing-mcq-51,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/managed-renewal.html,Managed renewal eligible only for ACM-issued certs; NOT ELIGIBLE if imported; eligible when associated with an AWS service or exported,2026-09-21,check-B4.2,
aws-acm-certificate-not-renewing-mcq-51,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/dns-renewal-validation.html,DNS-validated certs: ACM checks renewal criteria 45 days before expiry (older 395-day certs: 60 days); criteria = in use by an AWS service AND all CNAME records present in public DNS; failure events at 30/15/7/3/1 days,2026-09-21,check-B4.2,
aws-acm-certificate-not-renewing-mcq-51,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/import-certificate.html,ACM does not provide managed renewal for imported certificates; owner must obtain a new cert and reimport (preserves ARN and association); owner responsible for monitoring expiry,2026-09-21,check-B4.2,
aws-backup-vault-lock-ransomware-mcq-45,mcq,new,https://docs.aws.amazon.com/aws-backup/latest/devguide/vault-lock.html,Compliance mode: after grace time (min 3 days / 72 hours; ChangeableForDays 3-36500) lock cannot be altered or deleted by any user or by AWS; denies delete even to root; governance mode lock removable by users with IAM permissions; WORM; no additional charge,2026-09-21,check-B4.2,
aws-backup-vault-lock-ransomware-mcq-45,mcq,new,https://docs.aws.amazon.com/ebs/latest/userguide/snapshot-lifecycle.html,Data Lifecycle Manager automates creation/retention/deletion of EBS snapshots and EBS-backed AMIs only; cannot manage snapshots/AMIs created by other means,2026-09-21,check-B4.2,
aws-end-to-end-tls-alb-targets-mcq-40,mcq,new,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-target-groups.html,HTTPS target group: load balancer establishes TLS to targets using certs installed on targets and does not validate them; self-signed or expired certs accepted,2026-09-21,check-B4.2,"WHY(export cert) rewritten: scenario gives no cert issue date, so dropped the unconditional ""created before June 17 2025 cannot be exported"" claim; now says only certificates requested as exportable (paid, issued on/after 2025-06-17) can leave ACM and that copying the private key to every instance adds cost and exposure, not security"
aws-end-to-end-tls-alb-targets-mcq-40,mcq,new,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/create-https-listener.html,ALB terminates front-end TLS and decrypts before sending to targets; NLB/CLB with TCP listener on 443 passes encrypted traffic through without decrypting,2026-09-21,check-B4.2,
aws-end-to-end-tls-alb-targets-mcq-40,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/export-public-certificate.html,ACM public certificates created prior to June 17 2025 cannot be exported; exportable public certs carry an additional charge (acm-exportable-certificates.html),2026-09-21,check-B4.2,
aws-end-to-end-tls-alb-targets-mcq-40,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/acm-exportable-certificates.html,"Exportable public certs: request as exportable, additional charge, 198-day validity, ACM renews 45 days before expiry; export-public-certificate.html: certs created prior to June 17 2025 cannot be exported",2026-09-21,check-B4.2,
aws-kms-admin-vs-user-separation-mcq-43,mcq,new,https://docs.aws.amazon.com/kms/latest/developerguide/key-policy-default.html,Default console key policy: root statement 'Enable IAM User Permissions' delegates kms:* to IAM policies; 'Allow access for Key Administrators' = kms:Create*/Describe*/Enable*/List*/Put*/Update*/Revoke*/Disable*/Get*/Delete*/TagResource/UntagResource/ScheduleKeyDeletion/CancelKeyDeletion/RotateKeyOnDemand; 'Allow use of the key' = kms:Encrypt/Decrypt/ReEncrypt*/GenerateDataKey*/DescribeKey; key admins have no cryptographic permissions; key without account principal can become unmanageable,2026-09-21,check-B4.2,USAGE: added CreateGrant next to PutKeyPolicy as the CloudTrail tripwire (kms:Create* in the admin statement includes CreateGrant; docs warn admins can grant themselves permissions via policy or grants)
aws-kms-rotation-key-types-mcq-50,mcq,new,https://docs.aws.amazon.com/kms/latest/developerguide/rotate-keys.html,"Automatic rotation only for symmetric encryption keys with AWS_KMS origin; default RotationPeriodInDays 365; on-demand rotation supported for AWS_KMS and EXTERNAL (imported) symmetric keys; asymmetric, HMAC and custom key store keys need manual rotation; rotation does not re-encrypt data; KMS retains old material and decrypts with the right version; AWS managed keys rotate yearly",2026-09-21,check-B4.2,
aws-kms-rotation-key-types-mcq-50,mcq,new,https://docs.aws.amazon.com/kms/latest/developerguide/rotate-keys-manually.html,Manual rotation = new key + UpdateAlias; keep original key enabled so KMS can decrypt data it encrypted; Decrypt/Verify on asymmetric keys require the exact KeyId,2026-09-21,check-B4.2,
aws-kms-viaservice-condition-mcq-44,mcq,new,https://docs.aws.amazon.com/kms/latest/developerguide/conditions-kms.html,"kms:ViaService value format service.region.amazonaws.com (e.g. s3.us-west-2.amazonaws.com); does not permit direct calls from the principal, only calls via the named service on its behalf; principal still needs permission to the service; aws/ebs managed key policy example pairs kms:CallerAccount with kms:ViaService",2026-09-21,check-B4.2,"A: corrected the claim that direct calls are blocked ""even when an IAM policy also allows the key ARN"" - true only if the account-root ""Enable IAM User Permissions"" statement is scoped/removed or carries the same condition; text now says so. WHY(grants) reworded: grants only add permission, S3 uses caller credentials (FAS) for SSE-KMS, no grant of its own"
aws-kms-viaservice-condition-mcq-44,mcq,new,https://docs.aws.amazon.com/kms/latest/developerguide/key-policy-default.html,"""Enable IAM User Permissions"" root statement allows IAM policies to delegate kms:*; without it IAM allow policies are ineffective - basis for the A: caveat that ViaService on the key-users statement alone does not block IAM-granted direct calls",2026-09-21,check-B4.2,
aws-macie-find-pii-buckets-mcq-48,mcq,new,https://docs.aws.amazon.com/macie/latest/user/what-is-macie.html,"Macie discovers sensitive data with ML and pattern matching (managed data identifiers incl. PII, financial, credentials); maintains S3 bucket inventory and generates policy findings e.g. bucket becomes publicly accessible; automated sensitive data discovery samples continuously; findings publish to EventBridge and Security Hub; GuardDuty analyzes CloudTrail S3 data events",2026-09-21,check-B4.2,
aws-macie-find-pii-buckets-mcq-48,mcq,new,https://docs.aws.amazon.com/guardduty/latest/ug/s3-protection.html,GuardDuty S3 Protection monitors CloudTrail data events for S3 (GetObject/PutObject/ListObjects/DeleteObject) for suspicious access; does not inspect object content,2026-09-21,check-B4.2,
aws-macie-find-pii-buckets-mcq-48,mcq,new,https://docs.aws.amazon.com/inspector/latest/user/what-is-inspector.html,"Inspector scans EC2 instances, ECR container images and Lambda functions for software vulnerabilities and unintended network exposure",2026-09-21,check-B4.2,
aws-s3-replicate-existing-objects-mcq-46,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/replication.html,Live replication does not replicate objects that existed before the configuration; S3 Batch Replication is the on-demand path for existing objects; CRR = different Regions,2026-09-21,check-B4.2,
aws-s3-replicate-existing-objects-mcq-46,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/replication-what-is-isnot-replicated.html,With Filter element (V2 config) delete markers are not replicated by default; delete marker replication can be added to non-tag-based rules; deleting a specific version ID is never replicated; lifecycle actions and their delete markers are not replicated,2026-09-21,check-B4.2,
aws-s3-replicate-existing-objects-mcq-46,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/replication-config-for-kms-objects.html,By default S3 does not replicate SSE-KMS/DSSE-KMS objects; opt in with SourceSelectionCriteria SseKmsEncryptedObjects and ReplicaKmsKeyID; replication role needs kms:Decrypt on source key and kms:Encrypt on destination key; versioning enabled on both buckets,2026-09-21,check-B4.2,
aws-amazon-mq-jms-no-code-change-mcq-11,mcq,new,https://docs.aws.amazon.com/amazon-mq/latest/developer-guide/welcome.html,Amazon MQ = managed broker for Apache ActiveMQ Classic and RabbitMQ; migrate existing brokers without rewriting messaging code using industry standard protocols,2026-09-21,check-B4.2,
aws-amazon-mq-jms-no-code-change-mcq-11,mcq,new,https://docs.aws.amazon.com/amazon-mq/latest/developer-guide/amazon-mq-broker-architecture.html,"Active/standby broker = two brokers in two different AZs as a redundant pair on Amazon EFS; two endpoints per wire-level protocol, use the Failover Transport; reboot failover takes only a few seconds",2026-09-21,check-B4.2,
aws-amazon-mq-jms-no-code-change-mcq-11,mcq,new,https://docs.aws.amazon.com/amazon-mq/latest/developer-guide/amazon-mq-basic-elements.html,"Supported wire-level protocols for ActiveMQ brokers: AMQP, MQTT, MQTT over WebSocket, OpenWire, STOMP, STOMP over WebSocket; endpoints amqp+ssl 5671, mqtt+ssl 8883, ssl (OpenWire) 61617, stomp+ssl 61614, wss 61619",2026-09-21,check-B4.2,
aws-asg-scale-workers-on-queue-mcq-06,mcq,new,https://docs.aws.amazon.com/autoscaling/ec2/userguide/as-using-sqs-queue.html,Queue length alone does not change proportionally to group size; backlog per instance = ApproximateNumberOfMessages / InService instances; acceptable backlog = acceptable latency / avg processing time; doc example 1500 msgs / 10 instances = 150 vs target 100 (10 s / 0.1 s) scales out by five; metric math now recommended over publishing a custom metric,2026-09-21,check-B4.2,
aws-eventbridge-content-routing-saas-mcq-03,mcq,new,https://docs.aws.amazon.com/eventbridge/latest/userguide/eb-api-destinations.html,"API destinations = HTTPS endpoints as rule targets; connection defines auth (Basic, OAuth client credentials, API key) with secret stored in Secrets Manager via service-linked role; 5-second client timeout; event bus retry defaults 24 hours and 185 times, then DLQ",2026-09-21,check-B4.2,"WHY(SNS) dropped ""wraps the payload in the SNS envelope"" because raw message delivery is supported for HTTP/S endpoints; kept subscription confirmation and basic/digest-only auth as the reasons"
aws-eventbridge-content-routing-saas-mcq-03,mcq,new,https://docs.aws.amazon.com/sns/latest/dg/sns-http-https-endpoint-as-subscriber.html,SNS HTTP/S delivery = POST with SNS JSON envelope; supports Basic and Digest auth in URL only; subscription confirmation required; no private endpoints,2026-09-21,check-B4.2,
aws-eventbridge-content-routing-saas-mcq-03,mcq,new,https://docs.aws.amazon.com/sns/latest/dg/sns-large-payload-raw-message-delivery.html,"Raw message delivery is available for HTTP/S endpoints (x-amz-sns-rawdelivery header), so the SNS JSON envelope is optional - envelope claim removed from the WHY",2026-09-21,check-B4.2,
aws-java-monolith-to-containers-mcq-14,mcq,new,https://docs.aws.amazon.com/app2container/latest/UserGuide/what-is-a2c.html,"App2Container containerizes running ASP.NET (Windows) and Java (Linux) apps without source code, generates Dockerfile, ECR image, ECS task definitions / EKS / App Runner CloudFormation; banner: no longer open to new customers, sign up prior to November 7 2025",2026-09-21,check-B4.2,
aws-java-monolith-to-containers-mcq-14,mcq,new,https://docs.aws.amazon.com/AmazonElastiCache/latest/dg/AutoFailover.html,"ElastiCache for Valkey and Redis OSS Multi-AZ: failed primary fails over to replica with least lag, promotion typically a few seconds, primary endpoint DNS propagated; requires at least one read replica",2026-09-21,check-B4.2,
