uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-d4-distributed-compute-edge,concept,new,https://aws.amazon.com/cloudfront/pricing/pay-as-you-go/,"CloudFront Functions $0.10 per 1 million invocations (2,000,000 free/month); Lambda@Edge $0.60 per 1 million requests plus $0.00005001 per GB-second; origin fetches from AWS origins to CloudFront edge locations are free of charge",2026-09-21,check-B5.3,
aws-d4-distributed-compute-edge,concept,new,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/edge-functions-choosing.html,"CloudFront Functions: viewer request/response only, submillisecond, no network / file system / request body access; Lambda@Edge: all four events incl. origin request/response, up to 30 s, network + body access; origin events run only on cache misses",2026-09-21,check-B5.3,
aws-d4-distributed-compute-edge,concept,new,https://docs.aws.amazon.com/outposts/latest/userguide/what-is-outposts.html,"Outposts extends AWS infrastructure to customer premises 'using local compute and storage resources for lower latency and local data processing needs'; runs EC2, ECS, EKS, EBS, S3 on Outposts locally",2026-09-21,check-B5.3,
aws-d4-distributed-compute-edge,concept,new,https://docs.aws.amazon.com/snowball/latest/developer-guide/whatisedge.html,"Snowball Edge 'can process data locally, run edge-computing workloads' with EC2-compatible instances and Lambda via IoT Greengrass; page banner says Snowball Edge is no longer available to new customers (AWS points to Outposts for edge compute), so the card says 'Snow Family device' for disconnected sites rather than leading with it",2026-09-21,check-B5.3,
aws-d4-cost-features-database-tags,concept,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Tagging.html,"Taggable: DB instances, DB clusters, snapshots, reserved DB instances, automated backups; tags 'track costs by grouping expenses'; cost allocation applies to DB snapshots only when tags are on the parent DB instance in the same account and Region; orphaned snapshots 'aggregated in a single untagged line item'; copy-tags-to-snapshot option",2026-09-21,check-B5.3,
aws-d4-cost-features-database-tags,concept,new,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html,User-defined and AWS-generated tags must be activated before appearing in Cost Explorer; up to 24 hours to appear; only the management account (or a standalone account) can activate cost allocation tags,2026-09-21,check-B5.3,
aws-d4-cost-features-database-tags,concept,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_WorkingWithReservedDBInstances.html,"Consolidated billing: 'all accounts in the organization can receive the hourly cost benefit of reserved DB instances that are purchased by any other account'; reserved price 'doesn't provide a discount for the costs associated with storage, backups, and I/O'; 1- or 3-year terms; billing example shows 400 GiB storage -> 400 GiB backup free",2026-09-21,check-B5.3,
aws-d4-cost-features-database-tags,concept,new,https://aws.amazon.com/dynamodb/reserved-capacity/,'Reserved provisioned capacity units purchased either at the payer account level or linked account level are shared with all accounts connected to the payer account'; applies only to provisioned capacity on Standard table class,2026-09-21,check-B5.3,
aws-d4-cost-features-database-tags,concept,new,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/reserved-capacity.html,Reserved capacity not available for on-demand mode or Standard-IA; 100-unit allocations; Region-scoped; cannot be transferred to another Region or account,2026-09-21,check-B5.3,
aws-d4-cost-features-database-tags,concept,new,https://aws.amazon.com/rds/faqs/,'Free backup storage is provided up to your account's total provisioned database storage across the entire region'; charged only for backup storage exceeding that; manual/final snapshots retained after DB instance deletion keep billing,2026-09-21,check-B5.3,
aws-d4-cost-features-database-tags,concept,new,https://aws.amazon.com/rds/aurora/pricing/,"Aurora Standard I/O $0.20 per 1 million I/Os and $0.10 per GB-month storage; I/O-Optimized no I/O charges, $0.225 per GB-month storage, ~30% higher instance price; guidance: I/O-Optimized when I/O spend exceeds 25% of total Aurora spend; backup storage free up to 100% of cluster size",2026-09-21,check-B5.3,
aws-d4-cost-features-database-tags,concept,new,https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/Aurora.Overview.StorageReliability.html,"'Aurora I/O-Optimized is the best choice when your I/O spending is 25% or more of your total Aurora database spending'; switch Standard -> I/O-Optimized once every 30 days, back to Standard any time",2026-09-21,check-B5.3,
aws-d4-cost-tools-database-angle,concept,new,https://docs.aws.amazon.com/cost-management/latest/userguide/ri-recommendations.html,"Cost Explorer reservation recommendations cover EC2, RDS, ElastiCache, OpenSearch, Redshift, MemoryDB, DynamoDB; based on On-Demand usage over past 7, 30 or 60 days; RDS recommendations scoped Single-AZ or Multi-AZ; refreshed at least every 24 hours",2026-09-21,check-B5.3,"A: ""Business Support+ or Enterprise plan"" -> ""Business-tier (now Business Support+) or Enterprise plan"": trusted-advisor.html lists Business Support+/Enterprise/Unified Operations; exam wording still says Business"
aws-d4-cost-tools-database-angle,concept,new,https://docs.aws.amazon.com/compute-optimizer/latest/ug/view-rds-recommendations.html,"Compute Optimizer RDS: instance findings Under/Over-provisioned/Optimized for RDS MySQL, PostgreSQL and Aurora; storage tab recommends volume type, IOPS, throughput and 'New generation storage type available'; Aurora cluster finding DBClusterStorageSavingsAvailable when switching Standard -> I/O-Optimized saves money; needs 30 hours of CloudWatch metrics",2026-09-21,check-B5.3,
aws-d4-cost-tools-database-angle,concept,new,https://aws.amazon.com/blogs/database/how-to-optimize-amazon-rds-and-amazon-aurora-database-costs-performance-with-aws-compute-optimizer/,"Storage recommendations include 'migrating from gp2 to gp3, right sizing provisioned IOPS for io1/io2 volumes'; idle database detection (no connections, not a read replica); supported engines RDS MySQL, RDS PostgreSQL, Aurora MySQL, Aurora PostgreSQL",2026-09-21,check-B5.3,
aws-d4-cost-tools-database-angle,concept,new,https://docs.aws.amazon.com/awssupport/latest/user/cost-optimization-checks.html,Amazon RDS Idle DB Instances: Yellow when 'an active DB instance has not had a connection in the last 7 days',2026-09-21,check-B5.3,
aws-d4-cost-tools-database-angle,concept,new,https://docs.aws.amazon.com/awssupport/latest/user/trusted-advisor.html,"Trusted Advisor checks available with Business Support+, Enterprise Support or Unified Operations plan; Basic Support gets all Service Limits checks and selected Security / Fault tolerance checks only (no cost optimization checks)",2026-09-21,check-B5.3,
aws-d4-cost-tools-database-angle,concept,new,https://docs.aws.amazon.com/cost-management/latest/userguide/budgets-managing-costs.html,"Budget types: cost, usage, RI utilization/coverage, Savings Plans utilization/coverage; alerts on actual or forecasted amounts; usage budgets track usage limits for one or more services",2026-09-21,check-B5.3,
aws-d4-cost-tools-database-angle,concept,new,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html,ConsumedReadCapacityUnits / ConsumedWriteCapacityUnits: use Sum over one minute divided by 60 to get per-second consumption and compare with ProvisionedReadCapacityUnits / ProvisionedWriteCapacityUnits; emitted for both provisioned and on-demand tables,2026-09-21,check-B5.3,
aws-d4-cost-features-network-tags,concept,new,https://docs.aws.amazon.com/vpc/latest/userguide/nat-gateway-working-with.html,'Cost allocation tags are supported for NAT gateways'; up to 50 tags per NAT gateway,2026-09-21,check-B5.3,"A: ""DataTransfer-Regional-Bytes (cross-AZ or public-IP traffic inside a Region)"" -> ""(traffic between AZs inside a Region)"": CUR page defines the usage type as inter-AZ only; public-IP claim not on any ledger source"
aws-d4-cost-features-network-tags,concept,new,https://docs.aws.amazon.com/cur/latest/userguide/cur-data-transfers-charges.html,"{Region}-DataTransfer-Regional-Bytes = data transfer between AZs in the same Region, charged both inbound and outbound so 'two DataTransfer-Regional-Bytes line items for each data transfer' per resource; {Region}-DataTransfer-Out-Bytes = to the internet; inter-Region {Src}-{Dst}-AWS-Out-Bytes charged, AWS-In-Bytes free; usage types without a Region prefix are US East (N. Virginia)",2026-09-21,check-B5.3,
aws-d4-cost-features-network-tags,concept,new,https://aws.amazon.com/blogs/networking-and-content-delivery/understand-aws-data-transfer-details-in-depth-from-cost-and-usage-report-using-athena-query-and-quicksight/,"Usage types NatGateway-Bytes (NAT data processing), VpcEndpoint-Bytes (PrivateLink processing), DataTransfer-Regional-Bytes, DataTransfer-Out-Bytes, AWS-Out-Bytes; NAT Gateway / Transit Gateway / PrivateLink data processing recorded under the respective service names; line items carry line_item_resource_id",2026-09-21,check-B5.3,
aws-d4-cost-features-network-tags,concept,new,https://aws.amazon.com/vpc/pricing/,NAT gateway $0.045 per hour and $0.045 per GB processed (US East Ohio); public IPv4 $0.005 per hour in-use and idle; VPC peering traffic crossing an AZ $0.01/GB in each direction,2026-09-21,check-B5.3,
aws-d4-cost-features-network-tags,concept,new,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/useconsolidatedbilling-effective.html,Volume discounts: 'AWS combines the usage from all accounts to determine which volume pricing tiers to apply' (data transfer example 8 TB + 4 TB reaching the next tier) and 'allocates each member account a portion of the overall volume discount based on the account's usage',2026-09-21,check-B5.3,
aws-d4-cost-features-network-tags,concept,new,https://aws.amazon.com/blogs/mt/using-aws-cost-explorer-to-analyze-data-transfer-costs/,"Cost Explorer Usage Type Group filter 'EC2: Data Transfer - inter-Availability Zone, Internet (Out), Region to Region (Out)'; group by Tag to split data transfer per environment/team",2026-09-21,check-B5.3,
