uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-global-infrastructure-security-concept,concept,new,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_aws_deny-requested-region.html | https://aws.amazon.com/compliance/data-privacy-faq/ | https://docs.aws.amazon.com/kms/latest/developerguide/concepts.html | https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps_examples_general.html | https://docs.aws.amazon.com/acm/latest/userguide/acm-services.html,aws:RequestedRegion Deny with NotAction exempting cloudfront/iam/organizations/route53/support because these global services have a single endpoint physically in us-east-1; AWS 'will not move or replicate your content outside of your chosen AWS Region(s)' except to provide services you initiated or comply with law; KMS key ID unique within an account and Region (Regional resource),2026-09-21,check-B4.5,verified all claims (NotAction list cloudfront/iam/organizations/route53/support and us-east-1 endpoint; data-privacy FAQ wording; KMS key ID unique per account+Region); added Organizations SCP example and ACM (CloudFront needs cert in us-east-1) URLs; no card text change
aws-shared-responsibility-model,concept,new,https://aws.amazon.com/compliance/shared-responsibility-model/ | https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_UpgradeDBInstance.Maintenance.html,"Security OF the cloud = AWS protects hardware, software, networking, facilities; security IN the cloud = customer, determined by services selected: EC2 (IaaS) customer patches guest OS and configures security groups; abstracted services (S3, DynamoDB) AWS operates infrastructure layer, OS and platforms, customer manages data, IAM permissions, encryption options",2026-09-21,check-B4.5,"verified OF/IN wording, EC2 guest-OS patching + security group, abstracted S3/DynamoDB; RDS OS + engine patching by RDS confirmed on RDS maintenance page (URL added); no card text change"
aws-ddos-mitigation-pattern,pattern,new,https://docs.aws.amazon.com/whitepapers/latest/aws-best-practices-ddos-resiliency/mitigation-techniques.html | https://docs.aws.amazon.com/waf/latest/developerguide/ddos-overview.html | https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/LocationsOfEdgeServers.html,"Edge services CloudFront (BP1) + WAF (BP2), Global Accelerator (BP1), Route 53 (BP3), ALB (BP6), security groups/NACLs (BP5), auto scaling (BP7); Shield Advanced: SRT 24x7 (requires Business Support+ or Enterprise Support), automatic application layer DDoS mitigation, cost protection for scaling-related costs, WAF request coverage included; requests rejected by CloudFront or WAF are not charged for HTTP requests or data transfer out",2026-09-21,check-B4.5,"verified Shield Standard automatic/no charge, SRT needs Business Support+ or Enterprise Support, cost protection, automatic app-layer mitigation, rejected requests not charged; FIX: 'allow only the CloudFront or ALB security group' was wrong (CloudFront has no security group) -> instances admit only the ALB security group, ALB admits only the CloudFront managed prefix list (URL added); dropped 'Push the edge out:' to stay within 120 words"
aws-sqli-owasp-waf-pattern,pattern,new,https://docs.aws.amazon.com/waf/latest/developerguide/aws-managed-rule-groups-baseline.html | https://docs.aws.amazon.com/waf/latest/developerguide/aws-managed-rule-groups-use-case.html,"Core rule set AWSManagedRulesCommonRuleSet WCU 700 covers OWASP Top 10 vulnerabilities incl. CrossSiteScripting_* and GenericLFI_* (path traversal ../../) rules; SQL database rule group AWSManagedRulesSQLiRuleSet WCU 200 inspects query arguments, body, cookie, header and URI path for SQL injection; rule action Block; labels recorded to CloudWatch",2026-09-21,check-B4.5,"verified CRS covers OWASP Top 10 incl. CrossSiteScripting_* and GenericLFI_* (../../), SQLi rule set inspects query args/body/cookie/header/URI path, labels recorded to CloudWatch metrics; no card text change"
aws-containerize-migration-path,concept,new,https://docs.aws.amazon.com/app2container/latest/UserGuide/what-is-a2c.html | https://docs.aws.amazon.com/AmazonECS/latest/developerguide/efs-volumes.html,"App2Container containerizes ASP.NET (Windows) and Java (Linux) apps, generates Dockerfile and ECR image, deploys to ECS/EKS/App Runner; page banner: no longer open to new customers, sign up prior to November 7 2025, AWS Transform is the successor; ECS supports EFS file systems as task volumes on EC2 and Fargate (platform 1.4.0+) so tasks share persistent storage regardless of host",2026-09-21,check-B4.5,"verified A2C banner (sign up prior to November 7, 2025; AWS Transform successor), Java/ASP.NET, ECS/EKS/App Runner; EFS volumes on Fargate 1.4.0+; no card text change"
aws-horizontal-vs-vertical-scaling,concept,new,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/change-instance-type-of-ebs-backed-instance.html | https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ModifyInstance.Settings.html | https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-serverless-v2.how-it-works.html,"EC2: 'You must stop your instance before you can change its instance type' (EBS-backed); RDS settings table row DB instance class: 'Downtime occurs during this change', page notes Multi-AZ can minimize downtime when modifying the DB instance",2026-09-21,check-B4.5,"verified EC2 'You must stop your instance before you can change its instance type' and RDS DB instance class 'Downtime occurs during this change', Multi-AZ minimises; FIX: 'writes stay on one node until you move to Aurora Serverless v2 or DynamoDB' implied Serverless v2 removes the single writer; rewritten: Serverless v2 resizes the writer in place without interrupting connections (verified on Aurora page, URL added), only DynamoDB removes the single-writer ceiling"
aws-managed-vs-self-hosted-rule,concept,new,https://aws.amazon.com/amazon-mq/faqs/ | https://docs.aws.amazon.com/scheduler/latest/UserGuide/what-is-scheduler.html | https://aws.amazon.com/aws-transfer-family/pricing/,"Amazon MQ = managed broker for Apache ActiveMQ and RabbitMQ, supports JMS, AMQP, STOMP, MQTT, WebSocket; use case 'migrate existing message brokers without rewriting messaging code', self-run on EC2 for custom plugins/configurations; EventBridge Scheduler: serverless, cron and rate expressions or one-time, invokes more than 270 AWS services and over 6,000 API operations; Transfer Family protocols SFTP, FTPS, FTP, AS2",2026-09-21,check-B4.5,"verified Amazon MQ engines ActiveMQ/RabbitMQ, JMS/AMQP/STOMP/MQTT/WebSocket, migrate without rewriting messaging code, self-host on EC2 for custom plugins; Scheduler serverless, cron/rate/one-time, 270+ services; Transfer Family SFTP/FTPS/FTP/AS2 to S3/EFS; no card text change"
aws-microservice-design-principles,concept,new,https://docs.aws.amazon.com/whitepapers/latest/microservices-on-aws/distributed-data-management.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/application/sticky-sessions.html,"Whitepaper: traditional apps share a single database, each microservice maintains its own data (distributed data management), trade-off eventual consistency, Saga pattern for compensating actions, event sourcing + CQRS; ALB sticky sessions route requests from the same client to the same target (duration-based AWSALB cookie or application-based)",2026-09-21,check-B4.5,"verified whitepaper distributed data management, eventual consistency, Saga, event sourcing/CQRS; ALB sticky sessions (AWSALB, app cookie; on target failure session re-stuck to a new target); no card text change"
aws-multi-tier-architecture,concept,new,https://docs.aws.amazon.com/vpc/latest/userguide/subnet-route-tables.html | https://docs.aws.amazon.com/vpc/latest/userguide/nat-gateway-basics.html,Route to 0.0.0.0/0 via internet gateway is what makes a subnet public; private subnets egress through NAT gateway; NAT gateway is zonal so one per AZ for resiliency; security-group-referencing behaviour already on live card aws-security-group-referencing (no new number stated),2026-09-21,check-B4.5,"verified IGW route makes subnet public, zonal NAT gateway per AZ; layout claims are architectural, no numbers; no card text change"
aws-rest-api-on-api-gateway,pattern,new,https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-execution-service-limits-table.html | https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-api-integration-types.html | https://docs.aws.amazon.com/apigateway/latest/developerguide/set-up-private-integration.html | https://docs.aws.amazon.com/apigateway/latest/developerguide/apigateway-private-apis.html,"Integration timeout 50 milliseconds - 29 seconds for all integration types; footnote: can be raised above 29 seconds (Regional and private APIs, 'Yes *') but might require a reduction in the Region-level throttle quota; payload size 10 MB; integration types AWS, AWS_PROXY, HTTP, HTTP_PROXY, MOCK; private integration = HTTP proxy integration with VPC link V2 to an NLB or ALB (connection-type VPC_LINK); private API callable only via interface VPC endpoint, resource policy with aws:SourceVpc/aws:SourceVpce",2026-09-21,check-B4.5,"verified integration timeout 50 ms-29 s, raisable above 29 s only for Regional and private APIs (edge-optimized No) possibly reducing Region-level throttle quota, payload 10 MB, integration types AWS/AWS_PROXY/HTTP/HTTP_PROXY/MOCK, VPC link V2 to NLB or ALB via HTTP_PROXY + VPC_LINK, private API needs execute-api interface endpoint and resource policy before deploy; no card text change"
