uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-client-vpn-remote-workforce-mcq-33,mcq,new,https://docs.aws.amazon.com/vpn/latest/clientvpn-admin/what-is.html,"Client VPN is a managed client-based VPN using an OpenVPN-based client; authorization rules restrict access per AD/IdP group and by default no authorization rules exist; supports AD, federated and certificate auth",2026-09-21,check-B5.1,
aws-client-vpn-remote-workforce-mcq-33,mcq,new,https://docs.aws.amazon.com/vpn/latest/clientvpn-admin/ad.html,"AD auth via AWS Managed Microsoft AD or AD Connector; MFA supported when enabled on the directory, clients then enter user name, password and MFA code",2026-09-21,check-B5.1,
aws-client-vpn-remote-workforce-mcq-33,mcq,new,https://docs.aws.amazon.com/vpn/latest/s2svpn/VPC_VPN.html,"Site-to-Site VPN = IPsec connection between your on-premises network (customer gateway device) and VPC/transit gateway, i.e. network-to-network",2026-09-21,,
aws-client-vpn-remote-workforce-mcq-33,mcq,new,https://docs.aws.amazon.com/systems-manager/latest/userguide/session-manager.html,"Session Manager = interactive browser/CLI shell and port forwarding to managed nodes without inbound ports, bastions or SSH keys",2026-09-21,check-B5.1,
aws-client-vpn-remote-workforce-mcq-33,mcq,new,https://docs.aws.amazon.com/vpn/latest/clientvpn-admin/split-tunnel-vpn.html,Default routes all client traffic over the tunnel; split-tunnel pushes only endpoint route-table routes to the client and reduces AWS outbound data transfer cost,2026-09-21,check-B5.1,
aws-client-vpn-service,service,new,https://docs.aws.amazon.com/vpn/latest/clientvpn-admin/client-authentication.html,"Three auth types: Active Directory (user-based), mutual authentication (certificate-based), SAML 2.0 federated SSO; mutual auth can be combined with a user-based method; an ACM server certificate is required regardless of auth type",2026-09-21,check-B5.1,
aws-client-vpn-service,service,new,https://docs.aws.amazon.com/vpn/latest/clientvpn-admin/federated-authentication.html,"SAML IdPs tested: Okta, Microsoft Entra ID, JumpCloud, AWS IAM Identity Center; MFA supported when enabled in the IdP; one IdP per endpoint",2026-09-21,check-B5.1,
aws-client-vpn-service,service,new,https://docs.aws.amazon.com/vpn/latest/clientvpn-admin/split-tunnel-vpn.html,Split-tunnel: only traffic matching a route in the endpoint route table goes over the VPN,2026-09-21,check-B5.1,
aws-client-vpn-service,service,new,https://docs.aws.amazon.com/vpn/latest/s2svpn/VPC_VPN.html,Site-to-Site VPN connects on-premises network via customer gateway device; two tunnels per connection,2026-09-21,,
aws-firewall-manager-service,service,new,https://docs.aws.amazon.com/waf/latest/developerguide/fms-chapter.html,"Policy types: AWS WAF, Shield Advanced, VPC security groups and network ACLs, Network Firewall, Route 53 Resolver DNS Firewall; protections apply across accounts and automatically to new accounts/resources; scope by resource type or tag; charges are for underlying services such as WAF and Config",2026-09-21,check-B5.1,
aws-firewall-manager-service,service,new,https://docs.aws.amazon.com/waf/latest/developerguide/join-aws-orgs.html,Organization must be enabled for all features (consolidated billing only is not enough),2026-09-21,check-B5.1,
aws-firewall-manager-service,service,new,https://docs.aws.amazon.com/waf/latest/developerguide/enable-integration.html,Only the Organizations management account can create the default Firewall Manager administrator; it is automatically set as the Organizations delegated administrator; policies can be scoped by OU,2026-09-21,check-B5.1,
aws-firewall-manager-service,service,new,https://docs.aws.amazon.com/waf/latest/developerguide/enable-config.html,AWS Config must be enabled for each member account including the administrator account and each Region with protected resources; recording frequency must be Continuous,2026-09-21,check-B5.1,
aws-firewall-manager-service,service,new,https://docs.aws.amazon.com/waf/latest/developerguide/fms-prereq.html,Prerequisites list includes third-party firewall policies via AWS Marketplace subscription,2026-09-21,check-B5.1,
aws-network-firewall-service,service,new,https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html,"Stateful managed network firewall and IDS/IPS for VPC; filters traffic to/from internet gateway, NAT gateway, VPN or Direct Connect; uses Suricata and supports Suricata-compatible rules; domain allow/deny lists; stateful protocol detection independent of port; stateless rules inspect single packets; firewall endpoints in dedicated firewall subnets, one per AZ; endpoint cannot filter traffic of its own subnet; traffic steered via VPC route tables; supported by Firewall Manager",2026-09-21,check-B5.1,
aws-network-firewall-service,service,new,https://aws.amazon.com/blogs/networking-and-content-delivery/deployment-models-for-aws-network-firewall/,"Centralized deployment model: dedicated inspection VPC holding firewall endpoints, attached to AWS Transit Gateway; spoke VPC route tables default to the inspection VPC attachment; handles east-west and north-south traffic",2026-09-21,check-B5.1,"added source for the ""inspection VPC behind a Transit Gateway"" clause"
aws-network-firewall-service,service,new,https://docs.aws.amazon.com/waf/latest/developerguide/network-firewall-policies.html,"Firewall Manager Network Firewall policies offer Distributed, Centralized (single firewall in a single VPC) and Import existing firewalls management models across an Organization",2026-09-21,check-B5.1,"added source for ""managed org-wide by Firewall Manager"" in the centralized model"
aws-artifact-audit-evidence-mcq-34,mcq,new,https://docs.aws.amazon.com/artifact/latest/ug/what-is-aws-artifact.html,"On-demand downloads of AWS security and compliance documents (ISO, PCI, SOC reports, certifications); agreements management; customers responsible for their own compliance evidence; free of charge",2026-09-21,check-B5.1,
aws-artifact-audit-evidence-mcq-34,mcq,new,https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html,"Security Hub CSPM runs checks against standards (FSBP, CIS, PCI DSS, NIST) on your AWS environment and generates control findings for your resources",2026-09-21,check-B5.1,
aws-artifact-audit-evidence-mcq-34,mcq,new,https://docs.aws.amazon.com/config/latest/developerguide/conformance-packs.html,Conformance pack = collection of Config rules and remediation actions deployed as a single entity in an account/Region or across an organization,2026-09-21,,
aws-artifact-audit-evidence-mcq-34,mcq,new,https://docs.aws.amazon.com/awssupport/latest/user/trusted-advisor.html,"Trusted Advisor inspects your AWS environment and makes recommendations (cost, availability, performance, security gaps)",2026-09-21,,
aws-s3-access-points-multi-app-mcq-49,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/add-bucket-policy.html,Bucket policies are limited to 20 KB in size,2026-09-21,check-B5.1,
aws-s3-access-points-multi-app-mcq-49,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-points-restrictions-limitations-naming-rules.html,"Access point policies limited to 20 KB; maximum 10,000 access points per account per Region (increase available); VPC configuration cannot be changed after creation; each access point attaches to exactly one bucket",2026-09-21,check-B5.1,
aws-s3-access-points-multi-app-mcq-49,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-points-policies.html,Both the access point and the underlying bucket must permit the request; recommended bucket policy delegates control to access points with s3:DataAccessPointAccount condition; s3:AccessPointNetworkOrigin VPC condition; SCP example denying s3:CreateAccessPoint unless network origin is VPC,2026-09-21,check-B5.1,
aws-s3-access-points-multi-app-mcq-49,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-points.html,Access points are named network endpoints attached to a bucket with distinct permissions and network controls; can accept requests only from a VPC; only object operations supported,2026-09-21,,
aws-s3-access-points-multi-app-mcq-49,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/bucket-policies.html,Object Ownership default is Bucket owner enforced with all ACLs disabled,2026-09-21,check-B5.1,
aws-artifact-service,service,new,https://docs.aws.amazon.com/artifact/latest/ug/what-is-aws-artifact.html,"Downloads of ISO, PCI and SOC reports and certifications; agreements for account and organization; documents free of charge; customers responsible for their own compliance documents",2026-09-21,check-B5.1,
aws-artifact-service,service,new,https://docs.aws.amazon.com/artifact/latest/ug/managing-agreements.html,HIPAA BAA reviewed and accepted in Artifact; with Organizations the agreement can be accepted on behalf of all accounts and all existing and subsequent member accounts are covered,2026-09-21,check-B5.1,
aws-artifact-service,service,new,https://docs.aws.amazon.com/artifact/latest/ug/accept-org-agreement.html,Only the management account (signed in with Artifact permissions) accepts organization agreements; organization must be enabled for all features; acceptance covers all existing and future accounts,2026-09-21,check-B5.1,"added source for ""management account can accept once"" clause"
aws-security-hub-service,service,new,https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html,"Named AWS Security Hub CSPM; standards FSBP, CIS, PCI DSS, NIST; receives findings from GuardDuty, Inspector, Macie and third-party products; ASFF; security scores; automation rules; EventBridge integration; requires AWS Config recording for most controls; only detects findings generated after enablement; cross-Region aggregation into an aggregation Region; 30-day free trial",2026-09-21,check-B5.1,
aws-security-hub-service,service,new,https://docs.aws.amazon.com/waf/latest/developerguide/fms-chapter.html,Firewall Manager integrates with Security Hub CSPM (findings topic listed),2026-09-21,check-B5.1,
